Organization,Organization Name URL,Categories,Headquarters,Regions,Founded,Date_Period,ExitDate,ExitDatePrecision,LastFundingDate,LastFundingAmount,LastFundingAmountCurrency,LastFundingAmountUSD,LastFundingType,LastEquityFundingAmount,LastEquityFundingAmountCurrency,LastEquityFundingAmountUSD,FundingStatus,Top5Investors,NumberInvestors
Casta Spes Technologies,https://www.crunchbase.com/organization/casta-spes-technologies,"Robotics, SaaS, Security","Edinburgh, Edinburgh, City of, United Kingdom",European Union (EU),2017-06-01,month,,,2018-04-11,,,,Seed,,,,Seed,Seed Haus,1
Trustdock,https://www.crunchbase.com/organization/trustdock,Identity Management,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),,,,,2018-05-24,,,,Seed,,,,Seed,500 Startups,1
NeuroMesh,https://www.crunchbase.com/organization/neuromesh,"Computer, Cyber Security, Information Technology, Messaging, Security","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2016-12-06,day,,,2017-09-01,,,,Grant,,,,,MIT delta v,1
Vul9 Security Solutions,https://www.crunchbase.com/organization/vul9-security-solutions,"Computer Vision, Cyber Security","Umm Al Qawain, Umm Al Quwain, United Arab Emirates",Gulf Cooperation Council (GCC),,,,,2017-10-13,,,,Non-equity Assistance,,,,Seed,Pitch@Palace,1
Tenzir,https://www.crunchbase.com/organization/tenzir,"Information Technology, Network Security","Hamburg, Hamburg, Germany",European Union (EU),2017-01-01,year,,,2018-01-01,,,,Seed,,,,Seed,IFB Innovationsstarter GmbH,1
Militus,https://www.crunchbase.com/organization/militus,"Cyber Security, Network Security","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2016-11-19,day,,,2017-10-16,,,,Series A,,,,Early Stage Venture,"CyberSEC3, Global Technology Enterprise",2
Hornetsecurity,https://www.crunchbase.com/organization/hornetsecurity,"Email, Information Technology, Security","Hanover, Niedersachsen, Germany",European Union (EU),2007-01-01,year,,,2017-10-27,,,,Venture - Series Unknown,,,,,"High-Tech Gründerfonds, Neuhaus Partners, Verdane",3
Halo Digital,https://www.crunchbase.com/organization/halo-digital,"Cyber Security, Industrial, Industrial Manufacturing","Tel Aviv, Tel Aviv, Israel",,2015-01-01,year,,,2018-05-10,,,,Series A,,,,Early Stage Venture,,
KashIO,https://www.crunchbase.com/organization/kashio-inc,"Cyber Security, Financial Services, Information Technology, Mobile Payments, Security","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2017-01-01,month,,,2018-01-01,,,,Pre-Seed,,,,Seed,Singularity University Ventures,1
Lewan Technology,https://www.crunchbase.com/organization/lewan-associates,"Cyber Security, Information Technology","Denver, Colorado, United States","Greater Denver Area, Western US",1972-01-01,year,,,2018-02-12,,,,Angel,,,,Seed,Gravity Capital Investment,1
iCrypto,https://www.crunchbase.com/organization/icrypto,"Cloud Infrastructure, Mobile, SaaS, Security","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2012-09-24,day,,,2018-05-17,,,,Venture - Series Unknown,,,,,Blue Label Ventures,1
Think Cyber Security,https://www.crunchbase.com/organization/think-cyber-security,Cyber Security,"London, England, United Kingdom",European Union (EU),2016-12-01,day,,,2018-04-25,,,,Non-equity Assistance,,,,,Pitch@Palace,1
Sauron Security,https://www.crunchbase.com/organization/sauron-security,"Big Data, Cyber Security, Industrial Automation, Internet of Things, Real Time","London, England, United Kingdom",European Union (EU),2018-01-07,day,,,2018-04-17,,,,Seed,,,,Seed,CyLon,1
ICS Defense,https://www.crunchbase.com/organization/ics-defense,"Cyber Security, Machine Learning, Network Security","Çankaya, Ankara, Turkey",,2014-08-01,day,,,2018-06-01,,,,Angel,,,,Seed,,
WiRE Microsystems,https://www.crunchbase.com/organization/wire-microsystems,"Computer, Cyber Security, Information Technology, Operating Systems, Software","Cairo, Al Qahirah, Egypt",,2016-01-01,year,,,2018-02-28,,,,Seed,,,,Seed,AUC Venture Lab,1
eBlocker GmbH (Germany),https://www.crunchbase.com/organization/eblocker,"Information Services, Network Security, Web Hosting","Hamburg, Hamburg, Germany",European Union (EU),2014-08-01,month,,,2018-01-17,,,,Venture - Series Unknown,,,,,"High-Tech Gründerfonds, IFB Innovationsstarter GmbH",2
PropCoin,https://www.crunchbase.com/organization/propcoin,"Cryptocurrency, Cyber Security, Security","London, England, United Kingdom",European Union (EU),2017-09-01,day,,,2018-02-01,,,,Seed,,,,Seed,Pi Labs,1
Megh Networks,https://www.crunchbase.com/organization/megh-networks,"Cloud Computing, Cloud Management, Cloud Security, Information Technology, Software","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2018-01-01,month,,,2018-01-31,,,,Seed,,,,Seed,,
2Keys,https://www.crunchbase.com/organization/2keys,"Cyber Security, Financial Services, Information Technology, Security","Ottawa, Ontario, Canada",Great Lakes,1998-01-01,year,,,2017-11-09,,,,Grant,,,,,Ontario Centres of Excellence,1
Keystroke DNA,https://www.crunchbase.com/organization/keystroke-dna,"Apps, Biometrics, Network Security","Tallinn, Harjumaa, Estonia",European Union (EU),2017-01-01,day,,,2018-06-01,,,,Seed,,,,Seed,Nestholma,1
Nimis Cybersecurity,https://www.crunchbase.com/organization/nimis-cybersecurity,"Artificial Intelligence, Cyber Security, Enterprise Software, Machine Learning","Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",2017-06-01,day,,,2017-07-01,,,,Seed,,,,Seed,"Techstars, Techstars Adelaide Accelerator",2
Wrap Technologies,https://www.crunchbase.com/organization/wrap-technologies,"Electronics, Security","Las Vegas, Nevada, United States",Western US,2016-01-01,year,,,2017-07-17,,,,Seed,,,,Seed,,
Velona Systems,https://www.crunchbase.com/organization/velona-systems,"Cyber Security, Information Technology, Security","Cork, Cork, Ireland",European Union (EU),2016-01-01,year,,,2017-10-24,,,,Venture - Series Unknown,,,,,Enterprise Ireland,1
Lorenz Technology,https://www.crunchbase.com/organization/lorenz-technology,"Cyber Security, Drones, Information Technology, Robotics, Security, Software, Wearables","Odense, Syddanmark, Denmark","European Union (EU), Nordic Countries, Scandinavia",2017-01-01,year,,,2018-05-09,,,,Seed,,,,Seed,Syddansk Innovation,1
Iotsploit,https://www.crunchbase.com/organization/iotsploit-co,"Information Technology, Messaging, Security","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-01-01,year,,,2018-01-01,,,,Seed,,,,Seed,CyLon,1
Cybershield,https://www.crunchbase.com/organization/cybershield,"Artificial Intelligence, Cyber Security","London, England, United Kingdom",European Union (EU),2014-12-04,day,,,2017-12-07,,,,Seed,,,,Seed,NCSC Cyber Accelerator,1
Scan Nusantara,https://www.crunchbase.com/organization/scan-nusantara,"Computer, Infrastructure, Network Security","Selatan, Jawa Timur, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2004-09-01,day,2018-03-01,day,2017-09-21,,,,Convertible Note,,,,M&A,General Technology,1
Safe Swiss Cloud,https://www.crunchbase.com/organization/safe-swiss-cloud,"Cloud Data Services, Cyber Security, Information Services, Information Technology, Robotics, Security, Software","Basel, Basel-Stadt, Switzerland",,2014-01-01,year,,,2018-01-11,,,,Venture - Series Unknown,,,,,GoBeyond,1
Threat Sketch,https://www.crunchbase.com/organization/threat-sketch,"Computer, Network Security","Winston Salem, North Carolina, United States","East Coast, Southern US",2015-01-01,year,,,2018-05-22,,,,Venture - Series Unknown,,,,,Strategic Focus Group,1
"Scaeva Technologies, Inc.",https://www.crunchbase.com/organization/scaeva-technologies-inc,"Cyber Security, Music","Gilroy, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-15,day,,,2017-07-15,,,,Pre-Seed,,,,Seed,,
IDsManager,https://www.crunchbase.com/organization/idsmanager,"Cloud Computing, Cyber Security, Mobile Apps","Beijing, Beijing, China",Asia-Pacific (APAC),2014-01-01,year,,,2018-06-11,,,,Series A,,,,Early Stage Venture,"Fortune Capital, Qiming Venture Partners",2
Arrow Labs Solutions,https://www.crunchbase.com/organization/arrow-labs-solutions,"Information Technology, Security, Software","Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),,,,,2018-05-01,,,,Series A,,,,Early Stage Venture,Global Ventures,1
Potter Electric Signal,https://www.crunchbase.com/organization/potter-electric-signal,"Electronics, Manufacturing, Security","Saint Louis, Missouri, United States",Midwestern US,,,,,2017-12-20,,,,Private Equity,,,,Private Equity,Gryphon Investors,1
Vehere,https://www.crunchbase.com/organization/vehere,"Consumer Electronics, Government, Information Technology, Security","New Delhi, Delhi, India",Asia-Pacific (APAC),,,,,2018-04-16,,,,Private Equity,,,,Private Equity,Enam Holdings,1
SoT - Security of Things,https://www.crunchbase.com/organization/sot-security-of-things,"Analytics, Artificial Intelligence, Blockchain, Cyber Security, Government, Identity Management, Intellectual Property, Internet of Things, Machine Learning, National Security, Product Research, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-05-01,day,,,2018-01-01,,,,Seed,,,,Seed,Jason Burr,1
Skuchain,https://www.crunchbase.com/organization/skuchain,"Bitcoin, Blockchain, Cyber Security, Enterprise, Enterprise Applications, Enterprise Software, Ethereum, Finance, Internet, Supply Chain Management","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,,,2018-03-12,,,,Seed,,,,Seed,"Amino Capital, Blockchange Ventures, Digital Currency Group, Fenbushi Capital, NTT DOCOMO Ventures",5
Warden,https://www.crunchbase.com/organization/warden,"Cyber Security, Information and Communications Technology (ICT)","London, England, United Kingdom",European Union (EU),,,,,2017-10-20,,,,Seed,,,,Seed,NCSC Cyber Accelerator,1
Urban Experiments,https://www.crunchbase.com/organization/urban-experiments,"Asset Management, Security, Software",,,,,,,2018-05-04,40000,USD,40000,Seed,40000,USD,40000,Seed,Start-Up Chile,1
Costar Technologies,https://www.crunchbase.com/organization/costar-technologies,"Manufacturing, Security, Video","Coppell, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,,,,2017-09-01,,,,Seed,,,,Seed,Quake Capital Partners,1
Vision Tech Lab,https://www.crunchbase.com/organization/vision-tech-lab,"Information Services, Information Technology, Security","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2018-01-05,day,,,2018-02-08,,,,Seed,,,,Seed,Startupbootcamp FinTech Mumbai,1
Keybe INC,https://www.crunchbase.com/organization/keybe-inc,"Artificial Intelligence, FinTech, Identity Management, Machine Learning, Marketing","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2017-05-01,day,,,2017-09-01,,,,Pre-Seed,,,,Seed,,
Sequestim,https://www.crunchbase.com/organization/sequestim,"Cloud Security, Security","Cardiff, Cardiff, United Kingdom",European Union (EU),2016-01-01,year,,,2018-02-23,,,,Grant,,,,,,
Westgate,https://www.crunchbase.com/organization/westgate,"Cyber Security, Information Technology, Network Security, Security","Newport, Newport, United Kingdom",European Union (EU),2013-01-01,year,,,2018-01-01,,,,Seed,,,,Seed,Startupbootcamp FinTech Mumbai,1
HomeBreach,https://www.crunchbase.com/organization/homebreach,Cyber Security,"Phoenix, Arizona, United States","Greater Phoenix Area, Western US",2018-03-01,day,,,2018-03-01,,,,Seed,,,,Seed,,
NANO Security,https://www.crunchbase.com/organization/nano-security-ltd,"Cyber Security, Information Technology, Software","Moscow, Moscow City, Russian Federation",,2009-01-01,year,,,2017-08-01,,,,Series A,,,,Early Stage Venture,,
BitOasis,https://www.crunchbase.com/organization/bitoasis,"Bitcoin, Financial Services, Payments, Security","Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),2015-01-01,day,,,2018-01-16,,,,Venture - Series Unknown,,,,,"Digital Currency Group, Jabbar Internet Group, Pantera Capital, Payfort, Wamda Capital",8
PubMesh,https://www.crunchbase.com/organization/pubmesh,"Information Technology, Internet, Security, Software","Dover, Delaware, United States","East Coast, Southern US",2017-08-23,day,,,2017-08-23,,,,Angel,,,,Seed,,
SafeRoom by DRC Inc.,https://www.crunchbase.com/organization/drc-inc,"Communications Infrastructure, Cyber Security, Messaging, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-08-28,day,,,2018-05-01,,,,Non-equity Assistance,,,,,COLABORATIVOx,1
Beijing Baimahui Technology,https://www.crunchbase.com/organization/beijing-baimahui-technology,"Cyber Security, Security, Service Industry","Beijing, Beijing, China",Asia-Pacific (APAC),,,,,2018-04-03,,,,Series A,,,,Early Stage Venture,DHVC,1
SafeCloud,https://www.crunchbase.com/organization/safecloud,"Cloud Security, Mobile, Software","Portugal, Cagayan, Philippines","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-01-01,year,,,2018-06-01,,,,Seed,,,,Seed,,
Fescaro,https://www.crunchbase.com/organization/fescaro,"Automotive, Information Technology, Security","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),,,,,2017-08-08,,,,Seed,,,,Seed,SparkLabs Accelerator,1
Systemizor,https://www.crunchbase.com/organization/systemizor,"Cloud Data Services, Information Technology, Network Security, Web Development, Web Hosting","Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),2017-10-01,day,,,2018-04-01,,,,Seed,,,,Seed,,
Paztir,https://www.crunchbase.com/organization/paztir,"Automotive, Security","Maastricht, Limburg, The Netherlands",European Union (EU),,,,,2018-04-14,,,,Seed,,,,Seed,World Startup Factory,1
Foxsy,https://www.crunchbase.com/organization/foxsy,"Apps, Communities, Cyber Security, Information Technology, Messaging, Mobile Apps, Social Media, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,,,2017-07-31,,,,Seed,,,,Seed,Zeroth.AI,1
Interlaced,https://www.crunchbase.com/organization/interlaced-apple-support-and-repair,"Information Technology, Network Security","San Diego, California, United States","Greater San Diego Area, West Coast, Western US",2009-09-01,day,,,2018-05-31,,,,Venture - Series Unknown,,,,,Alpine Investors,1
FESCO Energy,https://www.crunchbase.com/organization/fesco-energy,"Energy, Renewable Energy, Security","Frederick, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",,,,,2018-01-26,,,,Series A,,,,Early Stage Venture,Safer World Group,1
Obvee,https://www.crunchbase.com/organization/obvee,"CRM, Cyber Security, Information Technology, Internet, Internet of Things, Software, Virtual Reality","Paris, Ile-de-France, France",European Union (EU),2017-01-01,year,,,2017-07-01,,,,Venture - Series Unknown,,,,,AGORANOV,1
Virtual Auditor,https://www.crunchbase.com/organization/virtual-auditor,"Information Technology, Security","Champaign, Illinois, United States","Great Lakes, Midwestern US",,,,,2017-12-15,,,,Venture - Series Unknown,,,,,Serra Ventures,1
Lumeotech,https://www.crunchbase.com/organization/lumeotech,Security,"Gothenburg, Vastra Gotaland, Sweden","European Union (EU), Nordic Countries, Scandinavia",2017-01-01,year,,,2018-06-01,,,,Seed,,,,Seed,LEAD,1
Verisure Midholding,https://www.crunchbase.com/organization/verisure-midholding,"Consumer Electronics, Security","Versoix, Geneve, Switzerland",,,,,,2017-10-08,,,,Undisclosed,,,,,GIC,1
Depublish,https://www.crunchbase.com/organization/depublish,Network Security,"Dublin, Dublin, Ireland",European Union (EU),2017-01-01,year,,,2018-01-01,,,,Seed,,,,Seed,NDRC,1
Oneleet,https://www.crunchbase.com/organization/oneleet,"Cyber Security, EdTech, Gamification, Penetration Testing, Recruiting, Skill Assessment, Test and Measurement, Training","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2018-03-01,day,,,2018-03-01,,,,Private Equity,,,,Private Equity,,
WhoFinder.com,https://www.crunchbase.com/organization/whofinder-com,"Advertising, Big Data, Consumer Research, Identity Management, Market Research, Search Engine","Scottsdale, Arizona, United States","Greater Phoenix Area, Western US",2017-01-01,year,,,2017-12-20,,,,Undisclosed,,,,,,
